"file","category","n_findings","checks","species","n_series","n_cells","yr_first","yr_last"
"europe/norw026.rwl","Worth a second look",3,"ID fills all 8 columns; very short series","Pinus sylvestris L.",71,6418,1701,2013
"europe/swe356.rwl","Worth a second look",3,"ID fills all 8 columns; very short series","Pinus sylvestris L.",98,10067,1756,2013
"europe/swed331.rwl","Worth a second look",3,"ID fills all 8 columns; trailing text in field 11; very short series","Pinus sylvestris L.",86,7343,1656,2006
"europe/swit313.rwl","Worth a second look",3,"ID fills all 8 columns; very short series","Castanea sativa Mill.",452,14895,1940,2004
"europe/turk011.rwl","Worth a second look",3,"interior year gap; one ID carries two separate segments; stop marker mid-series, series continues immediately","Pinus nigra J.F. Arnold",26,5458,1568,1999
"northamerica/canada/can674.rwl","Worth a second look",3,"blank inside series ID; file mixes precision flags across series; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",77,11626,1657,2018
"northamerica/canada/cana226.rwl","Worth a second look",3,"file mixes precision flags across series; interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",29,6155,1710,1997
"northamerica/canada/cana226e.rwl","Worth a second look",3,"file mixes precision flags across series; interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",22,4872,1710,1997
"northamerica/canada/cana226l.rwl","Worth a second look",3,"file mixes precision flags across series; interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",22,4872,1710,1997
"northamerica/canada/cana234.rwl","Worth a second look",3,"file mixes precision flags across series; interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",34,9872,1512,1997
"northamerica/canada/cana269.rwl","Worth a second look",3,"file mixes precision flags across series; ID fills all 8 columns; series median far from rest of file","Thuja occidentalis L.",63,7801,1530,2005
"northamerica/canada/cana351.rwl","Worth a second look",3,"file mixes precision flags across series; interior year gap; one ID carries two separate segments","Whitebar",82,31461,1104,1996
"northamerica/canada/cana432.rwl","Worth a second look",3,"file mixes precision flags across series; interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",38,9660,1563,1996
"northamerica/usa/ak020.rwl","Worth a second look",3,"interior year gap; one ID carries two separate segments; stop marker mid-series, series continues immediately","Tsuga mertensiana (Bong.) Carrière",29,8082,1365,1992
"northamerica/usa/nm582.rwl","Worth a second look",3,"interior year gap; one ID carries two separate segments; stop marker mid-series, series continues immediately","Pinus ponderosa Douglas ex C. Lawson",42,10324,1575,2003
"asia/bt021.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Picea spinulosa (Griff.) Beissn.",77,28524,1280,2013
"asia/chn086.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Tetracentron sinense Oliv.",62,6724,1789,2015
"asia/japa013.rwl","Worth a second look",2,"ID fills all 8 columns; stop marker mid-series, series continues immediately","Picea glehnii (Fr. Schmidt) Mast.",48,8208,1575,1999
"asia/paki003.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Juniperus spp. L.",37,8096,1438,1999
"asia/paki004.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Juniperus turkestanica Komar.",25,6291,1240,1999
"asia/paki009.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Juniperus turkestanica Komar.",33,23549,476,1999
"asia/russ021e.rwl","Worth a second look",2,"series median far from rest of file","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",91,14548,914,1990
"asia/russ021l.rwl","Worth a second look",2,"series median far from rest of file","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",91,14548,914,1990
"asia/russ238n.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Larix spp. Mill.",56,4965,1664,2000
"asia/th006.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Pinus merkusii Jungh. & De Vriese",25,4715,1648,2004
"australia/aus118.rwl","Worth a second look",2,"file mixes precision flags across series; interior year gap","Lagarostrobos franklinii (Hook. f.) Quinn",174,80148,-571,1992
"europe/aust003.rwl","Worth a second look",2,"series median far from rest of file","Picea abies (L.) H. Karst.",112,13996,1276,1974
"europe/deu490.rwl","Worth a second look",2,"ID fills all 8 columns; series median far from rest of file","Abies grandis (Dougl. ex D. Don) Lindl.",97,4576,1967,2020
"europe/finl079.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus sylvestris L.",80,13759,1688,2011
"europe/finl084.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Pinus sylvestris L.",86,7134,1830,2011
"europe/finl086.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus sylvestris L.",88,4805,1832,2011
"europe/finl087.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus sylvestris L.",87,4390,1710,2011
"europe/ita060.rwl","Worth a second look",2,"ID fills all 8 columns; single value out of range","Larix decidua Mill.",13,2274,1716,2017
"europe/nor037.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus sylvestris L.",118,6817,1841,2013
"europe/norw025.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus sylvestris L.",93,6378,1725,2013
"europe/swit205.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Abies alba Mill.",2,322,1830,1990
"europe/swit252.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Ulmus spp. L.",2,92,1946,1991
"europe/swit286.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Abies alba Mill.",2,128,1931,1994
"europe/swit312.rwl","Worth a second look",2,"very short series","Castanea sativa Mill.",421,12142,1944,2003
"europe/swit339.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Pinus cembra L.",2,452,1770,1996
"europe/swit350.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Fagus sylvatica L.",1,82,1911,1992
"europe/swit353.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Carpinus betulus L.",1,65,1934,1998
"northamerica/canada/can673.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",62,14699,1658,2017
"northamerica/canada/can675.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",74,15136,1669,2017
"northamerica/canada/can680x.rwl","Worth a second look",2,"file median far from genus median; ID fills all 8 columns","Picea glauca (Moench) Voss",29,7008,1530,1992
"northamerica/canada/cana231.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Picea engelmannii Parry ex Engelm.",38,10532,1477,1997
"northamerica/canada/cana238.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Picea engelmannii Parry ex Engelm.",35,8127,1554,1997
"northamerica/canada/cana416.rwl","Worth a second look",2,"stop marker mid-series, series continues immediately","Larix lyallii Parl.",33,7897,1712,1993
"northamerica/canada/cana627.rwl","Worth a second look",2,"file has 1-2 series; ID fills all 8 columns","Acer saccharum Marsh.",2,295,1869,2017
"northamerica/usa/ak050.rwl","Worth a second look",2,"ID fills all 8 columns; single value out of range","Picea glauca (Moench) Voss",154,18228,1731,2000
"northamerica/usa/ak073.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Picea glauca (Moench) Voss",18,3226,1546,1997
"northamerica/usa/ak078.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Picea glauca (Moench) Voss",20,5430,1557,1997
"northamerica/usa/ak102.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",45,17001,1380,1999
"northamerica/usa/ak173.rwl","Worth a second look",2,"file median far from genus median; ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",38,1734,1950,2016
"northamerica/usa/az608.rwl","Worth a second look",2,"file mixes precision flags across series; series median far from rest of file","Pinus ponderosa Douglas ex C. Lawson",60,14348,1590,2016
"northamerica/usa/ca719.rwl","Worth a second look",2,"file mixes precision flags across series; series median far from rest of file","Sequoiadendron giganteum (Lindl.) Buchholz",120,48756,-210,2012
"northamerica/usa/co692l.rwl","Worth a second look",2,"file median far from genus median; ID fills all 8 columns","Pinus edulis Engelm.",33,7680,1600,2018
"northamerica/usa/co693l.rwl","Worth a second look",2,"file median far from genus median; ID fills all 8 columns","Pinus edulis Engelm.",32,10301,1428,2018
"northamerica/usa/fl015.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus palustris Mill.",58,4717,1908,2017
"northamerica/usa/fl015l.rwl","Worth a second look",2,"ID fills all 8 columns; very short series","Pinus palustris Mill.",58,4707,1908,2017
"northamerica/usa/in024.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Acer saccharum Marsh.",17,1485,1907,2015
"northamerica/usa/me038.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Picea rubens Sarg.",775,92151,1649,2001
"northamerica/usa/nv522l.rwl","Worth a second look",2,"file median far from genus median; ID fills all 8 columns","Pinus ponderosa Douglas ex C. Lawson",37,14479,1407,2019
"northamerica/usa/va044.rwl","Worth a second look",2,"ID fills all 8 columns; series median far from rest of file","Platanus occidentalis L.",43,1846,1960,2019
"northamerica/usa/wa154.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Larix lyallii Parl.",144,36565,1161,2018
"northamerica/usa/wy040.rwl","Worth a second look",2,"file mixes precision flags across series; ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",57,16130,1194,2000
"africa/dza017.rwl","Worth a second look",1,"file median far from genus median","Cedrus atlantica (Endl.) Manetti ex Carrière",82,20240,1440,2011
"africa/eth002.rwl","Worth a second look",1,"very short series","Juniperus procera Hochst. ex Endl.",35,2121,1901,2006
"africa/mar029.rwl","Worth a second look",1,"file median far from genus median","Cedrus atlantica (Endl.) Manetti ex Carrière",46,8705,1680,2011
"asia/indi005l.rwl","Worth a second look",1,"file median far from genus median","Abies pindrow (Royle ex D. Don) Royle",6,958,1764,1980
"asia/mong004.rwl","Worth a second look",1,"stop marker mid-series, series continues immediately","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",40,5162,1798,1994
"asia/nepa015.rwl","Worth a second look",1,"file mixes precision flags across series","Abies spectabilis (D. Don) Spach",48,9164,1666,1997
"asia/nepa018.rwl","Worth a second look",1,"file mixes precision flags across series","Juniperus recurva Buch.-Ham. ex D. Don",33,9995,1445,1998
"asia/nepa021.rwl","Worth a second look",1,"file mixes precision flags across series","Abies spectabilis (D. Don) Spach",40,10701,1525,1999
"asia/rus370.rwl","Worth a second look",1,"single value out of range","Pinus sylvestris L.",46,6094,1819,2017
"asia/russ022l.rwl","Worth a second look",1,"file median far from genus median","Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hultén",32,6089,1663,1990
"asia/russ030l.rwl","Worth a second look",1,"file median far from genus median","Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hultén",26,5910,1661,1990
"asia/russ031l.rwl","Worth a second look",1,"file median far from genus median","Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hultén",37,5330,1640,1990
